,x,chi_1,t_1,chi_2,t_2,chi_3,t_3,chi_4,t_4,chi_5,t_5,chi_6,t_6,chi_7,t_7,chi_8,t_8,chi_9,t_9,chi_10,t_10,chi_11,t_11
334,8.358358358358359,0.0021127840801105522,0.004491958911904616,0.007655535027667269,0.0016415331215634524,0.017659406475398532,0.0006231003392682731,0.03199385259310396,0.00025593301803142365,0.04920121590576501,0.00011309851589655686,0.06685402130941397,5.325212276681879e-05,0.08224827884146904,2.648457641476805e-05,0.09313164463356804,1.3813672005796703e-05,0.09820865555931169,7.511733259678519e-06,0.09730345754383048,4.23833194404398e-06,0.09120701522859,2.4713682446980477e-06
335,8.383383383383384,0.0020833960217415052,0.0044655569355712505,0.007560341844763739,0.0016272816135410864,0.017465907589674805,0.0006159959326422421,0.03169062209704522,0.0002523394674811522,0.048807799820996464,0.00011122072148843942,0.06641865867436278,5.2235454145268237e-05,0.08183489959976888,2.5914908765933696e-05,0.09280217991287756,1.3484084086409932e-05,0.0980076196407928,7.3153404841041876e-06,0.09724953162792165,4.1180996770985896e-06,0.09129282777128676,2.3959145977856405e-06
336,8.408408408408409,0.0020544258937557156,0.004439385956593579,0.007466332346872237,0.0016131934445708129,0.017274451959507546,0.0006089916411536937,0.031389985842706115,0.00024880573238728136,0.04841688236899009,0.00010937883856464166,0.06598495522490776,5.1240676789677155e-05,0.08142178416406746,2.535884045662784e-05,0.09247140872359444,1.3163114000831659e-05,0.09780394494182275,7.12451734822038e-06,0.0971921713311053,4.001535953909318e-06,0.09137505700270397,2.3229212698859645e-06
337,8.433433433433434,0.002025867574733195,0.004413443300811401,0.0073734918153945915,0.001599266297937277,0.017085019336463655,0.0006020857910753901,0.03109192619854828,0.00024533066543924666,0.0480284577609964,0.00010757209237332488,0.06555292247817049,5.026726750462924e-05,0.08100896028756654,2.4816015717502394e-05,0.09213936801444549,1.2850517350880635e-05,0.09759766772812066,6.939093985942364e-06,0.0971314033435565,3.888521252947078e-06,0.09145371489371774,2.2523031182204447e-06
338,8.458458458458459,0.0019977150365334383,0.00438772633246432,0.0072818057147518754,0.0015854978959570043,0.016897589648355908,0.0005952767409468907,0.030796425570397065,0.00024191314416100216,0.04764252002956536,0.00010579972671772823,0.06512257158905287,4.931471679772806e-05,0.08059645530527071,2.428608887292068e-05,0.09180609441566512,1.2546057190842804e-05,0.097388824156948,6.7589060616807964e-06,0.09706725448102728,3.778940184311263e-06,0.09152881371662881,2.1839781098881804e-06
339,8.483483483483484,0.001969962342796898,0.0043622324535351935,0.007191259690108635,0.0015718859992191112,0.016712142998201934,0.0005885628808720796,0.030503466403238592,0.0002385520703140667,0.04725906303295338,0.00010406100346913327,0.06469391335521697,4.838252849040024e-05,0.08018429613699299,2.3768724033095672e-05,0.09147162423848242,1.2249503784942137e-05,0.09717745027327544,6.583794579356079e-06,0.09699975167932164,3.6726813390444504e-06,0.09160036604004103,2.1178672025737093e-06
340,8.508508508508509,0.0019426036474722895,0.004336959103106572,0.007101839565125432,0.0015584284058427155,0.016528659663177642,0.0005819426318336859,0.030213031182966057,0.00023524636931630027,0.04687808045946278,0.00010235520209369183,0.06426695822202493,4.747021934057957e-05,0.07977250929037712,2.3263594796246623e-05,0.09113599347467669,1.196063437317983e-05,0.09696358200603548,6.413605698368007e-06,0.09692892198883281,3.5696371442157433e-06,0.0916683847237572,2.0538942300385065e-06
341,8.533533533533534,0.001915633193369154,0.004311903756729842,0.00701353133973932,0.001545122950750641,0.016347120093565617,0.0005754144450243478,0.029925102438076927,0.00023199498967596156,0.046499565831713996,0.00010068161919269268,0.06384171628743891,4.657731867688637e-05,0.07936112086393629,2.2770383960428607e-05,0.09079923779619899,1.1679232945237565e-05,0.09674725516445828,6.248190556255049e-06,0.09685479256914367,3.469703723542091e-06,0.0917328829136923,1.9919857921965217e-06
342,8.558558558558559,0.001889045310735306,0.004287063925806782,0.006926321187971928,0.0015319675049590173,0.01616750491169857,0.0005689768011937823,0.029639662741321324,0.0002287969024406094,0.04612351251085178,9.903956805585681e-05,0.0634181973068812,4.570336804392736e-05,0.0789501565501066,2.2288783244701634e-05,0.0904613925548606,1.140509002215199e-05,0.09652850543449329,6.087405097788031e-06,0.09677739068369089,3.3727807633264333e-06,0.09179387403680536,1.9320711495827226e-06
343,8.583583583583584,0.001862834415858623,0.004262437156983268,0.006840195455764793,0.0015189599748823858,0.01598979491089858,0.0005626282100116331,0.029356694711302863,0.00022565110066042758,0.0457499137006858,9.742837822726494e-05,0.06299641069805355,4.484792085835611e-05,0.07853964163831441,2.181849301931896e-05,0.09012249278208365,1.11380024454789e-05,0.09630736837531047,5.931109910253378e-06,0.09669674369449031,3.278771383500784e-06,0.09185137179605012,1.8740821220318454e-06
